Date,Open,High,Low,Close,Adj Close,Volume
2019-05-27,12336.650390625,12336.650390625,12336.650390625,12336.650390625,12336.650390625,0
2019-05-28,12329.75,12329.75,12329.75,12329.75,12329.75,0
2019-05-29,12171.080078125,12171.080078125,12171.080078125,12171.080078125,12171.080078125,0
2019-05-30,12243.1298828125,12243.1298828125,12243.1298828125,12243.1298828125,12243.1298828125,0
2019-05-31,12243.1298828125,12243.1298828125,12091.6103515625,12141.3798828125,12141.3798828125,0
2019-06-03,12184.4697265625,12184.4697265625,12184.4697265625,12184.4697265625,12184.4697265625,0
2019-06-04,12244.51953125,12244.51953125,12244.51953125,12244.51953125,12244.51953125,0
2019-06-05,12243.509765625,12243.509765625,12243.509765625,12243.509765625,12243.509765625,0
2019-06-06,12233.5703125,12342.3896484375,12231.91015625,12316.0595703125,12316.0595703125,0
2019-06-07,12316.0595703125,12461.8203125,12314.66015625,12428.8095703125,12428.8095703125,0
2019-06-11,12548.25,12548.25,12548.25,12548.25,12548.25,0
2019-06-12,12501.1796875,12501.1796875,12501.1796875,12501.1796875,12501.1796875,0
2019-06-13,12494.650390625,12494.650390625,12494.650390625,12494.650390625,12494.650390625,0
2019-06-14,12494.650390625,12497.98046875,12410.5703125,12460.169921875,12460.169921875,0
2019-06-17,12460.169921875,12498.7900390625,12422.2099609375,12487.1201171875,12487.1201171875,0
2019-06-18,12643.1103515625,12643.1103515625,12643.1103515625,12643.1103515625,12643.1103515625,0
2019-06-19,12552.919921875,12552.919921875,12552.919921875,12552.919921875,12552.919921875,0
2019-06-20,12609.7001953125,12609.7001953125,12609.7001953125,12609.7001953125,12609.7001953125,0
2019-06-21,12609.7001953125,12646.169921875,12524.169921875,12524.169921875,12524.169921875,0
2019-06-24,12572.169921875,12572.169921875,12572.169921875,12572.169921875,12572.169921875,0
2019-06-25,12595.099609375,12595.099609375,12595.099609375,12595.099609375,12595.099609375,0
2019-06-26,12595.099609375,12611.8798828125,12565.0400390625,12583.5,12583.5,0
2019-06-27,12556.7900390625,12556.7900390625,12556.7900390625,12556.7900390625,12556.7900390625,0
2019-06-28,12556.7900390625,12611.2998046875,12546.5703125,12609.349609375,12609.349609375,0
2019-07-01,12609.349609375,12769.8701171875,12609.349609375,12721.0,12721.0,0
2019-07-02,12825.66015625,12825.66015625,12825.66015625,12825.66015625,12825.66015625,0
2019-07-03,12825.66015625,12922.6103515625,12821.41015625,12905.5703125,12905.5703125,0
2019-07-04,12902.8095703125,12923.0595703125,12888.669921875,12889.33984375,12889.33984375,0
2019-07-05,12889.33984375,12889.33984375,12787.7099609375,12806.2001953125,12806.2001953125,0
2019-07-08,12809.2197265625,12809.2197265625,12809.2197265625,12809.2197265625,12809.2197265625,0
2019-07-09,12781.5,12781.5,12781.5,12781.5,12781.5,0
2019-07-10,12772.580078125,12772.580078125,12772.580078125,12772.580078125,12772.580078125,0
2019-07-11,12737.5703125,12737.5703125,12737.5703125,12737.5703125,12737.5703125,0
2019-07-12,12737.5703125,12777.080078125,12704.76953125,12717.5498046875,12717.5498046875,0
2019-07-15,12784.5498046875,12784.5498046875,12784.5498046875,12784.5498046875,12784.5498046875,0
2019-07-16,12843.5595703125,12843.5595703125,12843.5595703125,12843.5595703125,12843.5595703125,0
2019-07-17,12767.1796875,12767.1796875,12767.1796875,12767.1796875,12767.1796875,0
2019-07-18,12703.98046875,12703.98046875,12703.98046875,12703.98046875,12703.98046875,0
2019-07-19,12703.98046875,12792.169921875,12672.669921875,12726.0595703125,12726.0595703125,0
2019-07-22,12725.66015625,12797.240234375,12702.26953125,12733.6904296875,12733.6904296875,0
2019-07-23,12830.2001953125,12830.2001953125,12830.2001953125,12830.2001953125,12830.2001953125,0
2019-07-24,12728.6103515625,12728.6103515625,12728.6103515625,12728.6103515625,12728.6103515625,0
2019-07-25,12711.58984375,12711.58984375,12711.58984375,12711.58984375,12711.58984375,0
2019-07-26,12711.58984375,12801.1103515625,12692.580078125,12800.8095703125,12800.8095703125,0
2019-07-29,13050.5595703125,13050.5595703125,13050.5595703125,13050.5595703125,13050.5595703125,0
2019-07-30,12980.1796875,12980.1796875,12980.1796875,12980.1796875,12980.1796875,0
2019-07-31,12882.76953125,12882.76953125,12882.76953125,12882.76953125,12882.76953125,0
2019-08-01,12850.349609375,12850.349609375,12850.349609375,12850.349609375,12850.349609375,0
2019-08-02,12850.349609375,12852.51953125,12539.990234375,12550.7802734375,12550.7802734375,0
2019-08-05,12241.9296875,12241.9296875,12241.9296875,12241.9296875,12241.9296875,0
2019-08-06,12161.3603515625,12161.3603515625,12161.3603515625,12161.3603515625,12161.3603515625,0
2019-08-07,12195.5400390625,12195.5400390625,12195.5400390625,12195.5400390625,12195.5400390625,0
2019-08-08,12317.5703125,12317.5703125,12317.5703125,12317.5703125,12317.5703125,0
2019-08-09,12317.5703125,12366.75,12267.740234375,12271.7001953125,12271.7001953125,0
2019-08-12,12271.7001953125,12376.66015625,12216.5,12264.7001953125,12264.7001953125,0
2019-08-13,12297.7001953125,12297.7001953125,12297.7001953125,12297.7001953125,12297.7001953125,0
2019-08-14,12081.91015625,12081.91015625,12081.91015625,12081.91015625,12081.91015625,0
2019-08-15,11966.009765625,11966.009765625,11966.009765625,11966.009765625,11966.009765625,0
2019-08-16,11966.009765625,12125.4404296875,11966.009765625,12063.009765625,12063.009765625,0
2019-08-19,12196.3603515625,12196.3603515625,12196.3603515625,12196.3603515625,12196.3603515625,0
2019-08-20,12071.7001953125,12071.7001953125,12071.7001953125,12071.7001953125,12071.7001953125,0
2019-08-21,12202.599609375,12202.599609375,12202.599609375,12202.599609375,12202.599609375,0
2019-08-22,12062.0,12062.0,12062.0,12062.0,12062.0,0
2019-08-23,12062.0,12185.08984375,12038.48046875,12054.7998046875,12054.7998046875,0
2019-08-26,12054.7998046875,12054.7998046875,12054.7998046875,12054.7998046875,12054.7998046875,0
2019-08-27,12009.509765625,12009.509765625,12009.509765625,12009.509765625,12009.509765625,0
2019-08-28,12085.7998046875,12085.7998046875,12085.7998046875,12085.7998046875,12085.7998046875,0
2019-08-29,12178.759765625,12178.759765625,12178.759765625,12178.759765625,12178.759765625,0
2019-08-30,12178.759765625,12275.4404296875,12171.7099609375,12189.3603515625,12189.3603515625,0
2019-09-02,12357.6201171875,12357.6201171875,12357.6201171875,12357.6201171875,12357.6201171875,0
2019-09-03,12314.9697265625,12314.9697265625,12314.9697265625,12314.9697265625,12314.9697265625,0
2019-09-04,12400.169921875,12400.169921875,12400.169921875,12400.169921875,12400.169921875,0
2019-09-05,12320.9599609375,12320.9599609375,12320.9599609375,12320.9599609375,12320.9599609375,0
2019-09-06,12320.9599609375,12350.849609375,12286.33984375,12341.9697265625,12341.9697265625,0
2019-09-09,12260.6298828125,12260.6298828125,12260.6298828125,12260.6298828125,12260.6298828125,0
2019-09-10,12260.6298828125,12329.580078125,12209.990234375,12323.8896484375,12323.8896484375,0
2019-09-11,12442.1201171875,12442.1201171875,12442.1201171875,12442.1201171875,12442.1201171875,0
2019-09-12,12450.9296875,12450.9296875,12450.9296875,12450.9296875,12450.9296875,0
2019-09-13,12450.9296875,12516.400390625,12411.919921875,12501.26953125,12501.26953125,0
2019-09-16,12459.1396484375,12459.1396484375,12459.1396484375,12459.1396484375,12459.1396484375,0
2019-09-17,12414.3095703125,12414.3095703125,12414.3095703125,12414.3095703125,12414.3095703125,0
2019-09-18,12415.1904296875,12415.1904296875,12415.1904296875,12415.1904296875,12415.1904296875,0
2019-09-19,12486.9404296875,12486.9404296875,12486.9404296875,12486.9404296875,12486.9404296875,0
2019-09-20,12486.9404296875,12511.73046875,12421.8701171875,12443.8603515625,12443.8603515625,0
2019-09-23,12443.8603515625,12490.0,12360.8203125,12436.7099609375,12436.7099609375,0
2019-09-24,12373.1796875,12373.1796875,12373.1796875,12373.1796875,12373.1796875,0
2019-09-25,12360.1396484375,12360.1396484375,12360.1396484375,12360.1396484375,12360.1396484375,0
2019-09-26,12482.9697265625,12482.9697265625,12482.9697265625,12482.9697265625,12482.9697265625,0
2019-09-27,12482.9697265625,12625.26953125,12482.4296875,12596.5595703125,12596.5595703125,0
2019-09-30,12595.580078125,12595.580078125,12595.580078125,12595.580078125,12595.580078125,0
2019-10-01,12595.580078125,12609.8603515625,12475.16015625,12490.0302734375,12490.0302734375,0
2019-10-02,12091.8203125,12091.8203125,12091.8203125,12091.8203125,12091.8203125,0
2019-10-04,12010.3095703125,12140.8095703125,12009.48046875,12128.2001953125,12128.2001953125,0
2019-10-07,12209.2001953125,12209.2001953125,12209.2001953125,12209.2001953125,12209.2001953125,0
2019-10-08,12145.4697265625,12145.4697265625,12145.4697265625,12145.4697265625,12145.4697265625,0
2019-10-09,12157.2001953125,12157.2001953125,12157.2001953125,12157.2001953125,12157.2001953125,0
2019-10-10,12207.150390625,12207.150390625,12207.150390625,12207.150390625,12207.150390625,0
2019-10-11,12207.150390625,12295.48046875,12116.58984375,12277.919921875,12277.919921875,0
2019-10-14,12229.759765625,12229.759765625,12229.759765625,12229.759765625,12229.759765625,0
2019-10-15,12246.23046875,12246.23046875,12246.23046875,12246.23046875,12246.23046875,0
2019-10-16,12164.599609375,12164.599609375,12164.599609375,12164.599609375,12164.599609375,0
2019-10-17,12206.259765625,12206.259765625,12206.259765625,12206.259765625,12206.259765625,0
2019-10-18,12206.259765625,12206.3896484375,12121.5498046875,12145.7900390625,12145.7900390625,0
2019-10-21,12145.7900390625,12177.1298828125,12090.150390625,12156.1298828125,12156.1298828125,0
2019-10-22,12237.240234375,12237.240234375,12237.240234375,12237.240234375,12237.240234375,0
2019-10-23,12319.509765625,12319.509765625,12319.509765625,12319.509765625,12319.509765625,0
2019-10-24,12423.7001953125,12423.7001953125,12423.7001953125,12423.7001953125,12423.7001953125,0
2019-10-25,12423.7001953125,12435.8095703125,12342.91015625,12410.58984375,12410.58984375,0
2019-10-28,12442.8701171875,12442.8701171875,12442.8701171875,12442.8701171875,12442.8701171875,0
2019-10-29,12440.7998046875,12440.7998046875,12440.7998046875,12440.7998046875,12440.7998046875,0
2019-10-30,12435.1201171875,12435.1201171875,12435.1201171875,12435.1201171875,12435.1201171875,0
2019-10-31,12435.1201171875,12436.73046875,12283.8095703125,12325.169921875,12325.169921875,0
2019-11-01,12325.169921875,12387.0302734375,12310.7001953125,12358.16015625,12358.16015625,0
2019-11-04,12485.0595703125,12485.0595703125,12485.0595703125,12485.0595703125,12485.0595703125,0
2019-11-05,12529.5595703125,12529.5595703125,12529.5595703125,12529.5595703125,12529.5595703125,0
2019-11-06,12523.1796875,12523.1796875,12523.1796875,12523.1796875,12523.1796875,0
2019-11-07,12538.0400390625,12538.0400390625,12538.0400390625,12538.0400390625,12538.0400390625,0
2019-11-08,12538.0400390625,12539.1796875,12460.9697265625,12476.400390625,12476.400390625,0
2019-11-11,12415.58984375,12415.58984375,12415.58984375,12415.58984375,12415.58984375,0
2019-11-12,12503.1103515625,12503.1103515625,12503.1103515625,12503.1103515625,12503.1103515625,0
2019-11-13,12466.3896484375,12466.3896484375,12466.3896484375,12466.3896484375,12466.3896484375,0
2019-11-14,12375.6201171875,12375.6201171875,12375.6201171875,12375.6201171875,12375.6201171875,0
2019-11-15,12375.6201171875,12418.83984375,12276.669921875,12369.900390625,12369.900390625,0
2019-11-18,12379.1904296875,12379.1904296875,12379.1904296875,12379.1904296875,12379.1904296875,0
2019-11-19,12401.0703125,12401.0703125,12401.0703125,12401.0703125,12401.0703125,0
2019-11-20,12312.150390625,12312.150390625,12312.150390625,12312.150390625,12312.150390625,0
2019-11-21,12258.3603515625,12258.3603515625,12258.3603515625,12258.3603515625,12258.3603515625,0
2019-11-22,12258.3603515625,12445.6103515625,12258.3603515625,12416.9404296875,12416.9404296875,0
2019-11-25,12537.330078125,12537.330078125,12537.330078125,12537.330078125,12537.330078125,0
2019-11-26,12558.83984375,12558.83984375,12558.83984375,12558.83984375,12558.83984375,0
2019-11-27,12585.6396484375,12585.6396484375,12585.6396484375,12585.6396484375,12585.6396484375,0
2019-11-28,12572.1904296875,12574.8095703125,12520.259765625,12565.669921875,12565.669921875,0
2019-11-29,12565.669921875,12577.7197265625,12464.6396484375,12479.8896484375,12479.8896484375,0
2019-12-02,12347.8603515625,12347.8603515625,12347.8603515625,12347.8603515625,12347.8603515625,0
2019-12-03,12147.9501953125,12147.9501953125,12147.9501953125,12147.9501953125,12147.9501953125,0
2019-12-04,12170.58984375,12170.58984375,12170.58984375,12170.58984375,12170.58984375,0
2019-12-05,12111.740234375,12111.740234375,12111.740234375,12111.740234375,12111.740234375,0
2019-12-06,12111.740234375,12275.91015625,12110.33984375,12275.5498046875,12275.5498046875,0
2019-12-09,12275.5498046875,12300.9296875,12237.650390625,12256.23046875,12256.23046875,0
2019-12-10,12255.669921875,12256.3603515625,12101.5302734375,12233.3095703125,12233.3095703125,0
2019-12-11,12233.3095703125,12290.330078125,12197.98046875,12232.2998046875,12232.2998046875,0
2019-12-12,12230.3798828125,12386.4501953125,12230.3798828125,12353.6796875,12353.6796875,0
2019-12-13,12353.6796875,12590.2099609375,12254.259765625,12460.7001953125,12460.7001953125,0
2019-12-16,12460.7001953125,12800.6201171875,12460.7001953125,12788.8896484375,12788.8896484375,0
2019-12-17,12788.8896484375,12788.8896484375,12707.080078125,12747.25,12747.25,0
2019-12-18,12747.25,12807.9296875,12738.4697265625,12801.9404296875,12801.9404296875,0
2019-12-19,12800.9697265625,12837.8701171875,12756.2099609375,12833.240234375,12833.240234375,0
2019-12-20,12833.240234375,12874.4296875,12818.759765625,12839.2001953125,12839.2001953125,0
2019-12-23,12839.2001953125,12924.0703125,12812.25,12915.8603515625,12915.8603515625,0
2019-12-27,12933.8896484375,12985.9697265625,12911.8603515625,12942.169921875,12942.169921875,0
2019-12-30,12942.169921875,12949.169921875,12861.4697265625,12864.509765625,12864.509765625,0
2020-01-02,12801.900390625,12916.58984375,12790.3701171875,12887.83984375,12887.83984375,0
2020-01-03,12887.83984375,12920.3896484375,12795.4296875,12895.009765625,12895.009765625,0
2020-01-06,12895.009765625,12895.009765625,12756.7998046875,12821.009765625,12821.009765625,0
2020-01-07,12821.009765625,12882.990234375,12812.1103515625,12827.8095703125,12827.8095703125,0
2020-01-08,12825.5498046875,12841.1103515625,12749.3701171875,12824.1904296875,12824.1904296875,0
2020-01-09,12823.9404296875,12921.9404296875,12823.9404296875,12870.75,12870.75,0
2020-01-10,12870.75,12927.080078125,12850.830078125,12865.7099609375,12865.7099609375,0
2020-01-13,12865.7099609375,12935.330078125,12846.1796875,12892.6298828125,12892.6298828125,0
2020-01-14,12892.6298828125,12959.6796875,12857.6298828125,12923.2197265625,12923.2197265625,0
2020-01-15,12923.2197265625,12946.76953125,12893.330078125,12944.3203125,12944.3203125,0
2020-01-16,12944.3203125,12966.919921875,12869.5400390625,12885.759765625,12885.759765625,0
2020-01-17,12887.25,13029.66015625,12887.25,13004.8095703125,13004.8095703125,0
2020-01-20,13004.8095703125,13020.3798828125,12944.7802734375,12960.9697265625,12960.9697265625,0
2020-01-21,12960.9697265625,12963.3896484375,12793.7802734375,12891.080078125,12891.080078125,0
2020-01-22,12891.080078125,12939.4296875,12816.9501953125,12816.9501953125,12816.9501953125,0
2020-01-23,12816.9501953125,12822.33984375,12714.2900390625,12716.8701171875,12716.8701171875,0
2020-01-24,12716.8701171875,12950.240234375,12713.3095703125,12862.4599609375,12862.4599609375,0
2020-01-27,12862.4599609375,12862.4599609375,12530.9501953125,12558.990234375,12558.990234375,0
2020-01-28,12558.990234375,12694.580078125,12558.990234375,12680.3701171875,12680.3701171875,0
2020-01-29,12680.3701171875,12732.919921875,12645.599609375,12691.3095703125,12691.3095703125,0
2020-01-30,12691.3095703125,12691.3095703125,12470.080078125,12505.650390625,12505.650390625,0
2020-01-31,12505.650390625,12527.5703125,12330.8896484375,12339.2001953125,12339.2001953125,0
2020-02-03,12339.2001953125,12473.1796875,12338.740234375,12428.6201171875,12428.6201171875,0
2020-02-04,12428.6201171875,12608.5,12428.6201171875,12603.4296875,12603.4296875,0
2020-02-05,12603.4296875,12722.0595703125,12551.5302734375,12677.6201171875,12677.6201171875,0
2020-02-06,12677.6201171875,12758.650390625,12677.6201171875,12719.6201171875,12719.6201171875,0
2020-02-07,12719.6201171875,12719.6201171875,12604.919921875,12647.509765625,12647.509765625,0
2020-02-10,12647.509765625,12647.509765625,12582.5302734375,12613.2900390625,12613.2900390625,0
2020-02-11,12613.2900390625,12748.669921875,12613.2900390625,12717.98046875,12717.98046875,0
2020-02-12,12717.01953125,12776.900390625,12700.3701171875,12757.0498046875,12757.0498046875,0
2020-02-13,12757.3603515625,12757.3603515625,12540.7900390625,12595.5498046875,12595.5498046875,0
2020-02-14,12595.5498046875,12652.419921875,12538.919921875,12544.3798828125,12544.3798828125,0
2020-02-17,12544.3798828125,12614.9501953125,12544.3798828125,12592.1298828125,12592.1298828125,0
2020-02-18,12592.1298828125,12592.1298828125,12456.5595703125,12484.9599609375,12484.9599609375,0
2020-02-19,12489.490234375,12637.8896484375,12489.490234375,12627.759765625,12627.759765625,0
2020-02-20,12611.6103515625,12611.6103515625,12611.6103515625,12611.6103515625,12611.6103515625,0
2020-02-21,12611.6103515625,12612.169921875,12484.48046875,12527.3896484375,12527.3896484375,0
2020-02-24,12107.099609375,12107.099609375,12107.099609375,12107.099609375,12107.099609375,0
2020-02-25,11889.4404296875,11889.4404296875,11889.4404296875,11889.4404296875,11889.4404296875,0
2020-02-26,11925.580078125,11925.580078125,11925.580078125,11925.580078125,11925.580078125,0
2020-02-27,11925.580078125,11925.9599609375,11401.0595703125,11516.6201171875,11516.6201171875,0
2020-02-28,11516.6201171875,11516.6201171875,10944.2197265625,11114.9404296875,11114.9404296875,0
2020-03-02,11271.23046875,11271.23046875,11271.23046875,11271.23046875,11271.23046875,0
2020-03-03,11351.8095703125,11351.8095703125,11351.8095703125,11351.8095703125,11351.8095703125,0
2020-03-04,11522.58984375,11522.58984375,11522.58984375,11522.58984375,11522.58984375,0
2020-03-05,11370.150390625,11370.150390625,11370.150390625,11370.150390625,11370.150390625,0
2020-03-06,11370.150390625,11370.150390625,10896.26953125,10961.75,10961.75,0
2020-03-09,10153.080078125,10153.080078125,10153.080078125,10153.080078125,10153.080078125,0
2020-03-10,10130.2802734375,10130.2802734375,10130.2802734375,10130.2802734375,10130.2802734375,0
2020-03-11,9930.099609375,9930.099609375,9930.099609375,9930.099609375,9930.099609375,0
2020-03-12,8969.7802734375,8969.7802734375,8969.7802734375,8969.7802734375,8969.7802734375,0
